"","Date.Sampled","Address","RD_X1X2","RD_X2X3","RD_X3X4","RD_X4X5","RD_X5X6","RD_X6X7","RD_X7X8","RD_X8X9","RD_X9X10","HCluster"
"28","6/18/2019","104XX S Albany ",0.653465346534653,0.473053892215569,0.378048780487805,0.498525073746313,-0.0885826771653544,-0.0043196544276457,0.0390455531453362,-0.0334029227557412,-0.239740820734341,1
"29","3/10/2022","104XX S Avenue F ",0.204819277108434,0.3,-0.3,-0.153846153846154,-0.142857142857143,0.363636363636364,0.333333333333333,0.166666666666667,0.214285714285714,2
"30","3/2/2019","104XX S Avenue J ",1.83842794759825,0.3,0.00591715976331369,0.0117647058823529,0.0348837209302326,-0.275280898876405,1.07751937984496,-0.156716417910448,-0.216814159292035,2
"31","6/8/2021","104XX S Calumet Ave",0.181818181818182,0.230769230769231,0,0,0.1875,-0.0526315789473684,0,-0.0555555555555556,-0.117647058823529,2
"32","11/30/2021","104XX S Corliss Ave",1.34082397003745,-0.5792,-0.517110266159696,-0.118110236220472,-0.116071428571428,0.101010101010101,0,-0.0642201834862386,-0.0196078431372548,2
"33","6/17/2021","104XX S Eggleston Ave",0.219047619047619,-0.28828125,0.218441273326015,0.153153153153153,0.125,0.777777777777778,0.01953125,-0.222222222222222,0.0147783251231527,3
"34","9/14/2021","104XX S Rhodes Ave",0.466666666666667,0.136363636363636,0.04,-0.0256410256410257,0.236842105263158,0.382978723404255,0,-0.153846153846154,0,3
"35","11/1/2021","104XX S Springfield Ave",0.0990712074303405,0.67887323943662,0.307046979865772,0.0641848523748394,0.290711700844391,0.80373831775701,0.0207253886010362,-0.0964467005076141,-0.0449438202247191,3
"36","1/13/2017","104XX S Trumbull Ave",0.857541899441341,-0.0977443609022557,-0.133333333333333,-0.00961538461538458,0.00970873786407763,-0.105769230769231,-0.103225806451613,0.0347721822541968,-0.0498261877172655,2
"37","10/10/2019","105XX S Central Park Ave",-0.174712643678161,-0.0111420612813371,0.0140845070422536,1.37777777777778,0.810747663551402,0.206451612903226,-0.0374331550802139,-0.166666666666667,-0.0533333333333334,4
"38","12/13/2017","105XX S Christiana Ave**",0.901960784313726,0.216494845360825,0.00706214689265534,0.0210378681626929,-0.0796703296703297,0.226865671641791,0.289537712895377,0.415094339622642,0.146666666666667,5
"39","4/25/2018","105XX S Christiana Ave**",1.85185185185185,0.0487012987012987,0.190402476780186,0.083224967490247,0.0456182472989197,0.0195177956371986,0.137387387387387,0,-0.0247524752475248,2
"40","10/24/2019","105XX S Emerald ",0.836512261580382,0.706231454005935,-0.420869565217391,0.397897897897898,0.160042964554243,-0.299074074074074,-0.0462351387054162,0.236842105263158,-0.00671892497200454,2
"41","10/29/2019","105XX S Homan Ave",0,0.0331491712707183,0.0374331550802139,-0.0979381443298969,0.855238095238095,0.170431211498973,0.0701754385964911,0.0327868852459017,0.00793650793650791,4
"42","3/13/2020","105XX S Kedzie Ave",0.125233644859813,0.151162790697674,1.09235209235209,0.393103448275862,0.0841584158415841,-0.0821917808219177,-0.0845771144278608,-0.0815217391304348,-0.112426035502959,1
"43","11/4/2021","105XX S Kedzie Ave",0.471502590673575,-0.147887323943662,0.115702479338843,0.259259259259259,0.0235294117647058,-0.0459770114942527,-0.0421686746987952,0,-0.0251572327044025,2
"44","10/8/2019","105XX S Oakley Ave",0.471698113207547,0.0128205128205129,0.291139240506329,0.0882352941176471,-0.0360360360360361,0.0233644859813084,0,-0.105022831050228,0.102040816326531,1
"45","8/30/2021","105XX S Seeley Ave",0.0272108843537415,0.0794701986754966,-0.139059304703476,0.111638954869359,0.13034188034188,0.158790170132325,0.150081566068515,0.208510638297872,0.091549295774648,2
"46","6/15/2021","106XX S Aberdeen St",0.162790697674419,-0.37,-0.253968253968254,0.148936170212766,0.407407407407407,-0.394736842105263,0.195652173913044,0.127272727272727,-0.274193548387097,4
"47","10/19/2021","106XX S Church St",0.940959409594096,0.920152091254753,0.128712871287129,0.114035087719298,-0.0157480314960629,-0.0159999999999999,-0.0894308943089432,-0.0446428571428571,-0.152336448598131,2
"48","9/10/2019","106XX S Drake Ave",-0.129496402877698,0.148760330578512,0.244604316546763,1.63969171483622,0.364963503649635,-0.0855614973262031,-0.111111111111111,0.0789473684210526,0.0304878048780488,4
"49","11/30/2021","106XX S Eberhart Ave",0.00714285714285712,0.0141843971631206,-0.0139860139860141,0,0,-0.0709219858156028,-0.129770992366412,0.289473684210526,0.782312925170068,5
"50","1/25/2022","106XX S Eberhart Ave",0.087719298245614,0.596774193548387,-0.0404040404040404,0.0526315789473684,0.2,-0.0833333333333333,0,-0.127272727272727,-0.135416666666667,2
"51","7/22/2016","106XX S Leaveitt St**",-0.17741935483871,0.593137254901961,0.0399999999999999,0.100591715976332,0.365591397849462,0.171259842519685,-0.0403361344537815,-0.147110332749562,-0.186858316221766,2
"52","12/23/2016","106XX S Leaveitt St**",0.44280442804428,-0.00255754475703331,0.102564102564103,0.127906976744186,0.0309278350515465,0.102,0.248638838475499,0.125,-0.0310077519379845,2
"53","12/3/2019","106XX S Normal Ave ",0.234042553191489,0.00459770114942539,0.0297482837528604,0.0355555555555556,0.126609442060086,0.019047619047619,-0.0186915887850467,0.019047619047619,0.0093457943925235,2
"55","2/25/2017","107XX S Avenue O ",-0.182242990654206,-0.176,0.428571428571429,0.45631067961165,0.313333333333333,-0.15736040609137,-0.0963855421686748,-0.00666666666666664,0.0738255033557047,1
"56","6/15/2021","107XX S Buffalo Ave",3.41176470588235,-0.233333333333333,-0.0869565217391304,-0.380952380952381,-0.361538461538461,0.566265060240964,0,-0.392307692307692,-0.164556962025317,3
"57","9/12/2017","107XX S Champlain Ave",0.130030959752322,0.219178082191781,0.0752808988764045,0.327063740856844,0.653543307086614,-0.1,0.433862433862434,-0.273062730627306,-0.395939086294416,1
"58","10/21/2019","107XX S Dr Martin Luther King Jr Dr",-0.052434456928839,0.486166007905138,1.07712765957447,0.238156209987196,0.365046535677353,0.295454545454546,0.087719298245614,0.0483870967741935,-0.194871794871795,1
"59","10/5/2016","107XX S Spaulding Ave",-0.0151706700379267,-0.0949935815147625,0.323404255319149,0.0225080385852089,0.268343815513627,0.0247933884297521,-0.00806451612903223,-0.121951219512195,-0.0787037037037038,1
"60","5/20/2019","107XX S Talman ",0.802867383512545,0.0616302186878727,-0.252808988764045,0.0100250626566416,0.0148883374689825,0.0709046454767726,0.872146118721461,0.329268292682927,0.00917431192660547,2
"61","6/21/2021","107XX S Wallace St",0.653846153846154,0.0465116279069768,0,0.0444444444444445,0.170212765957447,-0.0909090909090909,-0.0300000000000001,-0.092783505154639,0.0227272727272726,4
"62","5/15/2019","107XX S Washtenaw ",0.0788177339901479,0.589041095890411,0.0344827586206897,-0.0861111111111111,-0.00303951367781162,0.353658536585366,0.567567567567567,0.163793103448276,-0.148148148148148,3
"63","12/19/2019","108XX S Avenue F",0.0548780487804879,0.143063583815029,1.21238938053097,0.0171428571428572,-0.286516853932584,-0.133858267716535,0.0363636363636364,0.043859649122807,-0.0504201680672269,1
"64","9/4/2019","108XX S Central Park Ave",-0.374074074074074,-0.195266272189349,0.014705882352941,0.751811594202899,0.613236814891417,0.326923076923077,0.130434782608696,-0.0128205128205127,-0.0649350649350649,3
"65","2/22/2020","108XX S Drake Ave",0.256944444444445,-0.124309392265193,0,-0.135646687697161,0.248175182481752,0.198830409356725,0.231707317073171,0.651485148514852,-0.0695443645083933,5
"66","12/6/2021","108XX S Eggleston Ave",0,1.1,-0.523809523809524,2.7,0.318918918918919,-0.282786885245902,1.05714285714286,0.425,-0.442495126705653,2
"67","1/28/2020","108XX S Green St",0.445344129554656,0.0952380952380953,0.00255754475703319,-0.0229591836734694,0.010443864229765,0.0103359173126615,-0.0230179028132993,-0.0445026178010471,-0.0493150684931506,2
"68","3/2/2022","108XX S Hamlin Ave",0.16374269005848,0.766331658291457,-0.0611664295874823,-0.0727272727272727,-0.147058823529412,-0.126436781609195,-0.0416666666666666,0.011441647597254,-0.0361990950226245,2
"69","9/3/2019","108XX S Prospect Ave",0.253623188405797,0.184971098265896,0.0292682926829269,0.009478672985782,0.0821596244131457,0.0520607375271148,-0.0144329896907215,0.0230125523012551,-0.0347648261758691,2
"70","5/28/2021","108XX S Vernon Ave",-0.166666666666667,-0.170469798657718,0.00970873786407775,0.00801282051282048,0.0111287758346582,0.20125786163522,0.492146596858639,0.298245614035088,0.135135135135135,5
"71","3/10/2020","109XX S Ewing Ave",-0.156498673740053,0.0786163522012579,-0.0291545189504373,-0.051051051051051,-0.0126582278481013,-0.0224358974358975,-0.00327868852459009,-0.0625,0.0982456140350877,2
"72","1/24/2020","109XX S Lawndale Ave",0.406779661016949,0.849397590361446,0.128664495114007,1.16450216450216,-0.26,-0.115315315315315,0.272912423625255,-0.072,0.146551724137931,2
"73","6/24/2021","109XX S Morgan St",0.211822660098522,0.016260162601626,-0.043,-0.324973876698015,0.0789473684210526,-0.00717360114777616,-0.205202312138728,0.0945454545454545,0.196013289036545,5
"74","9/18/2019","109XX S Peoria St",0.229129662522202,0.106936416184971,0.176240208877285,0.0987791342952276,0.121212121212121,0.189189189189189,0.00757575757575768,-0.0150375939849625,-0.0229007633587785,1
"75","11/5/2019","10XX N Central Park Ave",-0.521739130434783,-0.064935064935065,0.076388888888889,0.0258064516129032,-0.0251572327044025,-0.116129032258064,-0.0364963503649635,-0.0984848484848486,-0.0924369747899159,2
"76","2/7/2020","10XX N Damen Ave",1.03669724770642,0.396396396396396,0,-0.0645161290322581,-0.0620689655172414,-0.117647058823529,-0.075,-0.181081081081081,-0.228822882288229,2
"77","4/19/2019","10XX N Marshfield ",2.21693121693122,-0.890953947368421,-0.266968325791855,-0.080246913580247,-0.00671140939597301,-0.119369369369369,0.0332480818414322,-0.0742574257425742,-0.0481283422459893,2
"78","10/9/2019","10XX N Massasoit Ave",-0.416666666666667,0.546218487394958,0.0684782608695653,-0.325534079348932,-0.0497737556561086,-0.126984126984127,-0.0854545454545454,-0.0675944333996024,0.0490405117270788,2
"79","11/14/2019","10XX N Spaulding ",-0.276519666269368,0.118616144975288,0.0265095729013254,0.0502152080344334,0.310109289617486,-0.0312825860271116,0.0441334768568353,0.350515463917526,-0.0610687022900763,4
"80","9/1/2017","10XX W 18Th St",0,1.22,0.099099099099099,-0.590163934426229,0,1.12,-0.0188679245283019,0.00961538461538462,0.0380952380952381,3
"81","7/28/2017","10XX W Dickens Ave",0.0254237288135592,-0.140495867768595,0.365384615384615,0.225352112676056,-0.160919540229885,-0.267123287671233,0.542056074766355,0.290909090909091,-0.248826291079812,1
"82","10/5/2016","110XX S Central Park Ave",-0.373033707865169,0.0716845878136201,0.107023411371237,0.927492447129909,0.142633228840125,0.101508916323731,0.00622665006226659,-0.27970297029703,-0.243986254295533,1
"83","1/21/2020","110XX S Eberhart Ave",0.0763358778625953,0.0372340425531915,-0.00512820512820502,-0.0189003436426117,0.0297723292469352,0.0272108843537415,0.0894039735099338,-0.0395136778115501,-0.118670886075949,2
"84","11/1/2021","110XX S Homewood Ave",-0.240549828178694,-0.0203619909502262,0.0184757505773672,0.290249433106576,0.224956063268893,0.822094691535151,0.251968503937008,-0.308176100628931,-0.112727272727273,3
"85","11/12/2019","110XX S Millard ",1.03917525773196,0.0101112234580384,-0.0790790790790792,-0.126086956521739,-0.258706467661691,-0.211409395973154,-0.0531914893617021,-0.047191011235955,-0.165094339622642,2
"86","2/2/2022","110XX S Sangamon St",1.58333333333333,1.54838709677419,0.518987341772152,0.333333333333333,0.75,0.464285714285714,0.0731707317073171,0.204545454545455,-0.169811320754717,1
"87","9/3/2021","111XX S Avenue B ",-0.0454545454545455,0.0952380952380952,-0.0869565217391304,0.380952380952381,0.137931034482759,0.0606060606060606,0.0571428571428571,-0.027027027027027,0.0277777777777778,2
"88","8/24/2021","111XX S Avenue E ",-0.378378378378378,-0.565217391304348,1.68,1.08955223880597,0.928571428571429,-0.144444444444444,0.0151515151515152,0.0191897654584221,-0.00209205020920516,1
"89","4/13/2019","111XX S Avenue H ",0.204986149584487,-0.128735632183908,-0.145118733509235,0.432098765432099,-0.103448275862069,-0.141826923076923,0.0728291316526611,0.496083550913838,0.328097731239092,5
"90","11/5/2016","111XX S Drake Ave",0.450704225352113,0.553398058252427,0.3109375,0.489868891537545,0.0240000000000001,0.0624999999999999,0.102941176470588,-0.12,-0.382575757575758,1
"91","12/2/2016","111XX S Hoyne Ave",0.0164473684210526,0.0161812297734629,0.751592356687898,-0.372727272727273,-0.0782608695652174,0.264150943396226,-0.0746268656716416,0.0322580645161289,0.614583333333333,1
"92","3/4/2022","111XX S Loomis St",0.689655172413793,0,0.510204081632653,-0.0405405405405406,-0.408450704225352,-0.238095238095238,-0.15625,0.148148148148148,0.483870967741935,5
"93","7/15/2019","111XX S Maplewood ",-0.17283950617284,0.467661691542289,-0.238983050847458,0.086859688195991,-0.0204918032786885,0.815899581589958,1.22350230414747,0.0310880829015543,-0.0452261306532663,3
"94","7/17/2019","111XX S Washtenaw ",0.724550898203593,0.184027777777778,0.0645161290322579,-0.0192837465564737,-0.132022471910112,-0.0226537216828479,0.0298013245033113,0.00321543408360122,0.0384615384615384,2
"95","12/5/2019","112XX S Avenue H",-0.252840909090909,-0.0855513307984791,0.478170478170478,0.828410689170183,0.484615384615385,-0.0207253886010364,-0.0846560846560846,-0.115606936416185,-0.156862745098039,1
"96","6/29/2021","112XX S Emerald Ave",-0.22972972972973,-0.087719298245614,0.153846153846154,0.0333333333333334,0.225806451612903,0.973684210526316,0.133333333333333,-0.117647058823529,-0.0666666666666667,3
"97","7/15/2019","112XX S Fairfield ",0.00910470409711692,-0.0466165413533835,0.178233438485804,0.606425702811245,0.275,-0.0915032679738562,0.0431654676258993,0.0965517241379311,-0.119496855345912,1
"98","6/21/2021","112XX S Forrestville Ave",0.76027397260274,-0.178988326848249,-0.23696682464455,0.0434782608695652,-0.25,0.190476190476191,-0.0533333333333334,-0.0492957746478873,-0.2,2
"99","6/4/2021","112XX S Normal Ave",0.369230769230769,0.101123595505618,-0.306122448979592,0.25,-0.258823529411765,0.253968253968254,0.151898734177215,0.428571428571429,0.461538461538462,5
"100","6/4/2021","112XX S Parnell Ave",-0.172839506172839,-0.044776119402985,0.125,-0.138888888888889,0.774193548387097,-0.218181818181818,-0.27906976744186,-0.0322580645161291,-0.0666666666666667,4
"101","10/29/2019","112XX S Peoria ",0.113636363636364,0.520408163265306,0.00671140939597313,-0.342666666666667,-0.198782961460446,0.313924050632911,0.410404624277457,0.0191256830601092,-0.0201072386058982,3
"102","7/20/2018","112XX S Spaulding Ave",0.112798264642082,0.101364522417154,0.219469026548672,0.264150943396227,-0.0206659012629164,-0.135990621336459,-0.0176390773405699,1.12707182320442,0.409090909090909,5
"103","6/17/2021","112XX S St Lawrence Ave",0.121019108280255,-0.0965909090909091,-0.0817610062893082,-0.0753424657534246,-0.0888888888888888,-0.0487804878048782,0.00854700854700867,-0.016949152542373,-0.0689655172413792,2
"104","10/23/2019","113XX S Aberdeen ",0.230585424133811,0.310679611650485,0.140740740740741,-0.279220779220779,-0.018018018018018,-0.0733944954128441,-0.161386138613861,-0.186540731995278,-0.220609579100145,2
"105","7/18/2019","113XX S Avenue L ",0.154545454545454,-0.078740157480315,0.495726495726496,0.251428571428571,0.232876712328767,-0.0555555555555556,-0.00784313725490193,0.0513833992094862,-0.037593984962406,1
"106","1/11/2020","113XX S Cottage Grove Ave",0.203703703703704,-0.1,-0.128205128205128,-0.145098039215686,-0.0550458715596331,-0.0946601941747573,-0.140750670241287,-0.224648985959438,0.0824949698189135,2
"107","8/9/2021","113XX S Hale Ave",0.579520697167756,-0.282758620689655,-0.190384615384615,-0.156769596199525,-0.23943661971831,3.74074074074074,1.0859375,-0.348314606741573,-0.304597701149425,3
"108","7/27/2021","113XX S Homewood Ave",0.621004566210046,0.149295774647887,0.0318627450980393,-0.0190023752969122,-0.0871670702179175,-0.108753315649867,-0.0446428571428571,-0.146417445482866,-0.175182481751825,2
"109","6/10/2021","113XX S Loomis St",0.5,0.428571428571429,-0.333333333333333,0.25,-0.04,-0.125,0,-0.142857142857143,-0.166666666666667,2
